country,Year,GDP.per.capita.PPP.current.international,polity2
Antigua and Barbuda,2000,12345.81711,NA
Antigua and Barbuda,2001,12654.91593,NA
Antigua and Barbuda,2002,12959.93008,NA
Antigua and Barbuda,2003,13699.03753,NA
Antigua and Barbuda,2004,14866.37108,NA
Antigua and Barbuda,2005,15791.64295,NA
Antigua and Barbuda,2006,18234.8027,NA
Antigua and Barbuda,2007,20324.14267,NA
Antigua and Barbuda,2008,20565.85954,NA
Antigua and Barbuda,2009,18778.49063,NA
Antigua and Barbuda,2010,NA,NA
Afghanistan,2000,NA,-7
Afghanistan,2001,NA,NA
Afghanistan,2002,578.8884948,NA
Afghanistan,2003,659.2476674,NA
Afghanistan,2004,723.4946146,NA
Afghanistan,2005,834.8776273,NA
Afghanistan,2006,933.3307896,NA
Afghanistan,2007,937.8866106,NA
Afghanistan,2008,955.0275931,NA
Afghanistan,2009,1321.323797,NA
Afghanistan,2010,NA,NA
Albania,2000,4259.30791,5
Albania,2001,4658.009188,5
Albania,2002,4860.034621,7
Albania,2003,5230.006539,7
Albania,2004,5673.623382,7
Albania,2005,6161.607781,9
Albania,2006,6878.015825,9
Albania,2007,7363.602919,9
Albania,2008,8414.646766,9
Albania,2009,8716.006729,9
Albania,2010,NA,NA
Algeria,2000,5395.332006,-3
Algeria,2001,5579.134438,-3
Algeria,2002,5849.358687,-3
Algeria,2003,6293.317735,-3
Algeria,2004,6707.121276,2
Algeria,2005,7175.964274,2
Algeria,2006,7444.943065,2
Algeria,2007,7812.37081,2
Algeria,2008,8052.215214,2
Algeria,2009,8172.475217,2
Algeria,2010,NA,NA
Andorra,2000,NA,NA
Andorra,2001,NA,NA
Andorra,2002,NA,NA
Andorra,2003,NA,NA
Andorra,2004,NA,NA
Andorra,2005,NA,NA
Andorra,2006,NA,NA
Andorra,2007,NA,NA
Andorra,2008,NA,NA
Andorra,2009,NA,NA
Andorra,2010,NA,NA
Angola,2000,2277.126836,-3
Angola,2001,2332.520557,-3
Angola,2002,2631.637771,-2
Angola,2003,2691.60024,-2
Angola,2004,2984.2298,-2
Angola,2005,3611.492632,-2
Angola,2006,4299.187623,-2
Angola,2007,5206.427427,-2
Angola,2008,5873.047312,-2
Angola,2009,5812.021995,-2
Angola,2010,NA,NA
Argentina,2000,9112.116308,8
Argentina,2001,8817.325458,8
Argentina,2002,7908.391423,8
Argentina,2003,8712.536474,8
Argentina,2004,9679.765205,8
Argentina,2005,10819.30039,8
Argentina,2006,12001.15606,8
Argentina,2007,13354.96217,8
Argentina,2008,14425.85156,8
Argentina,2009,14538.32401,8
Argentina,2010,NA,NA
Armenia,2000,2033.462358,5
Armenia,2001,2286.92336,5
Armenia,2002,2634.690359,5
Armenia,2003,3068.914432,5
Armenia,2004,3485.133737,5
Armenia,2005,4097.815434,5
Armenia,2006,4784.061832,5
Armenia,2007,5618.593701,5
Armenia,2008,6122.599655,5
Armenia,2009,5278.876583,5
Armenia,2010,NA,NA
Aruba,2000,NA,NA
Aruba,2001,NA,NA
Aruba,2002,NA,NA
Aruba,2003,NA,NA
Aruba,2004,NA,NA
Aruba,2005,NA,NA
Aruba,2006,NA,NA
Aruba,2007,NA,NA
Aruba,2008,NA,NA
Aruba,2009,NA,NA
Aruba,2010,NA,NA
Azerbaijan,2000,2207.057402,-7
Azerbaijan,2001,2461.399775,-7
Azerbaijan,2002,2745.967708,-7
Azerbaijan,2003,3095.787657,-7
Azerbaijan,2004,3477.699081,-7
Azerbaijan,2005,4496.143936,-7
Azerbaijan,2006,6175.783894,-7
Azerbaijan,2007,7897.336726,-7
Azerbaijan,2008,8839.764725,-7
Azerbaijan,2009,9638.188186,-7
Azerbaijan,2010,NA,NA
Bahrain,2000,20647.43306,-9
Bahrain,2001,21590.54637,-8
Bahrain,2002,22575.36152,-7
Bahrain,2003,24167.34707,-7
Bahrain,2004,25661.41649,-7
Bahrain,2005,27961.80275,-7
Bahrain,2006,30144.80246,-7
Bahrain,2007,33064.77905,-7
Bahrain,2008,35174.1416,-7
Bahrain,2009,NA,-7
Bahrain,2010,NA,NA
Barbados,2000,NA,NA
Barbados,2001,NA,NA
Barbados,2002,NA,NA
Barbados,2003,NA,NA
Barbados,2004,NA,NA
Barbados,2005,19188.63992,NA
Barbados,2006,NA,NA
Barbados,2007,NA,NA
Barbados,2008,NA,NA
Barbados,2009,NA,NA
Barbados,2010,NA,NA
Benin,2000,1133.411305,6
Benin,2001,1178.175113,6
Benin,2002,1210.069346,6
Benin,2003,1241.558412,6
Benin,2004,1272.643621,6
Benin,2005,1309.033622,6
Benin,2006,1361.918499,7
Benin,2007,1426.875801,7
Benin,2008,1484.84932,7
Benin,2009,1507.88121,7
Benin,2010,NA,NA
Burkina Faso,2000,808.4649841,-3
Burkina Faso,2001,854.7116229,0
Burkina Faso,2002,880.7153929,0
Burkina Faso,2003,940.6737402,0
Burkina Faso,2004,978.9101652,0
Burkina Faso,2005,1040.053358,0
Burkina Faso,2006,1094.971689,0
Burkina Faso,2007,1133.634154,0
Burkina Faso,2008,1175.421469,0
Burkina Faso,2009,1186.948027,0
Burkina Faso,2010,NA,NA
"Bahamas, The",2000,NA,NA
"Bahamas, The",2001,NA,NA
"Bahamas, The",2002,NA,NA
"Bahamas, The",2003,NA,NA
"Bahamas, The",2004,NA,NA
"Bahamas, The",2005,NA,NA
"Bahamas, The",2006,NA,NA
"Bahamas, The",2007,NA,NA
"Bahamas, The",2008,NA,NA
"Bahamas, The",2009,NA,NA
"Bahamas, The",2010,NA,NA
Bhutan,2000,2436.943358,-10
Bhutan,2001,2587.442268,-10
Bhutan,2002,2775.397632,-10
Bhutan,2003,2984.397015,-10
Bhutan,2004,3219.421347,-10
Bhutan,2005,3470.666863,-6
Bhutan,2006,3730.133783,-6
Bhutan,2007,4535.512059,-6
Bhutan,2008,4788.403921,3
Bhutan,2009,5112.937961,3
Bhutan,2010,NA,NA
Belarus,2000,5227.474848,-7
Belarus,2001,5618.110886,-7
Belarus,2002,6024.783933,-7
Belarus,2003,6622.173258,-7
Belarus,2004,7627.836364,-7
Belarus,2005,8540.815921,-7
Belarus,2006,9787.884053,-7
Belarus,2007,11155.03143,-7
Belarus,2008,12714.23459,-7
Belarus,2009,13039.71948,-7
Belarus,2010,NA,NA
Belize,2000,4982.031038,NA
Belize,2001,5191.672804,NA
Belize,2002,5379.845819,NA
Belize,2003,5821.498498,NA
Belize,2004,6065.875927,NA
Belize,2005,6254.342073,NA
Belize,2006,6543.29387,NA
Belize,2007,6627.580468,NA
Belize,2008,6796.424357,NA
Belize,2009,6627.943545,NA
Belize,2010,NA,NA
Bangladesh,2000,791.3576317,6
Bangladesh,2001,836.9877264,6
Bangladesh,2002,872.8598098,6
Bangladesh,2003,922.81688,6
Bangladesh,2004,992.1218459,6
Bangladesh,2005,1069.265688,6
Bangladesh,2006,1159.507192,6
Bangladesh,2007,1257.802153,-6
Bangladesh,2008,1345.691801,-6
Bangladesh,2009,1416.323365,5
Bangladesh,2010,NA,NA
Bolivia,2000,3013.306807,9
Bolivia,2001,3070.261724,9
Bolivia,2002,3133.853081,9
Bolivia,2003,3223.517631,8
Bolivia,2004,3386.643409,8
Bolivia,2005,3757.493251,8
Bolivia,2006,3982.296827,8
Bolivia,2007,4044.953734,8
Bolivia,2008,4310.753851,8
Bolivia,2009,4419.336334,7
Bolivia,2010,NA,NA
Bosnia and Herzegovina,2000,4440.095007,NA
Bosnia and Herzegovina,2001,4671.276202,NA
Bosnia and Herzegovina,2002,4962.0958,NA
Bosnia and Herzegovina,2003,5262.035293,NA
Bosnia and Herzegovina,2004,5743.252145,NA
Bosnia and Herzegovina,2005,6232.316076,NA
Bosnia and Herzegovina,2006,7085.146126,NA
Bosnia and Herzegovina,2007,7885.443672,NA
Bosnia and Herzegovina,2008,8714.746897,NA
Bosnia and Herzegovina,2009,8578.287011,NA
Bosnia and Herzegovina,2010,NA,NA
Botswana,2000,8629.904702,8
Botswana,2001,8996.910893,8
Botswana,2002,9832.475679,8
Botswana,2003,10546.29327,8
Botswana,2004,11354.72858,8
Botswana,2005,11772.06865,8
Botswana,2006,12600.79381,8
Botswana,2007,13459.82006,8
Botswana,2008,13971.26096,8
Botswana,2009,13384.46546,8
Botswana,2010,NA,NA
Brazil,2000,7020.555083,8
Brazil,2001,7171.496571,8
Brazil,2002,7378.813865,8
Brazil,2003,7523.088602,8
Brazil,2004,8074.789953,8
Brazil,2005,8505.417044,8
Brazil,2006,9028.31445,8
Brazil,2007,9804.285861,8
Brazil,2008,10434.37619,8
Brazil,2009,10366.87661,8
Brazil,2010,NA,NA
Brunei Darussalam,2000,42140.77642,NA
Brunei Darussalam,2001,43311.52065,NA
Brunei Darussalam,2002,44757.14134,NA
Brunei Darussalam,2003,46088.61847,NA
Brunei Darussalam,2004,46680.76556,NA
Brunei Darussalam,2005,47468.34359,NA
Brunei Darussalam,2006,50168.98544,NA
Brunei Darussalam,2007,51204.56859,NA
Brunei Darussalam,2008,NA,NA
Brunei Darussalam,2009,NA,NA
Brunei Darussalam,2010,NA,NA
Burundi,2000,308.6178178,-1
Burundi,2001,315.7097544,0
Burundi,2002,327.0390583,2
Burundi,2003,321.0254899,3
Burundi,2004,336.1105399,5
Burundi,2005,340.182851,6
Burundi,2006,358.3045122,6
Burundi,2007,372.4386857,6
Burundi,2008,386.0685864,6
Burundi,2009,392.1151769,6
Burundi,2010,NA,NA
Bulgaria,2000,6308.651879,8
Bulgaria,2001,6852.728264,9
Bulgaria,2002,7578.388256,9
Bulgaria,2003,8208.368054,9
Bulgaria,2004,8872.624908,9
Bulgaria,2005,9807.273279,9
Bulgaria,2006,11073.48069,9
Bulgaria,2007,12364.11437,9
Bulgaria,2008,14034.10522,9
Bulgaria,2009,13869.58423,9
Bulgaria,2010,NA,NA
Cambodia,2000,895.3334409,2
Cambodia,2001,971.3752457,2
Cambodia,2002,1035.453406,2
Cambodia,2003,1129.351935,2
Cambodia,2004,1261.292584,2
Cambodia,2005,1452.70876,2
Cambodia,2006,1634.900355,2
Cambodia,2007,1833.423091,2
Cambodia,2008,1966.178863,2
Cambodia,2009,1914.992266,2
Cambodia,2010,NA,NA
Cameroon,2000,1623.292762,-4
Cameroon,2001,1694.762439,-4
Cameroon,2002,1749.977111,-4
Cameroon,2003,1816.993613,-4
Cameroon,2004,1893.280707,-4
Cameroon,2005,1955.683701,-4
Cameroon,2006,2036.982424,-4
Cameroon,2007,2131.200725,-4
Cameroon,2008,2190.648376,-4
Cameroon,2009,2204.876906,-4
Cameroon,2010,NA,NA
Cape Verde,2000,2013.819233,NA
Cape Verde,2001,2099.938784,NA
Cape Verde,2002,2193.761882,NA
Cape Verde,2003,2340.186769,NA
Cape Verde,2004,2350.802188,NA
Cape Verde,2005,2675.832018,NA
Cape Verde,2006,2997.720614,NA
Cape Verde,2007,3320.266866,NA
Cape Verde,2008,3561.338253,NA
Cape Verde,2009,3643.617766,NA
Cape Verde,2010,NA,NA
Cote d'Ivoire,2000,1539.961131,4
Cote d'Ivoire,2001,1538.349188,4
Cote d'Ivoire,2002,1507.994283,0
Cote d'Ivoire,2003,1485.430754,0
Cote d'Ivoire,2004,1523.072555,0
Cote d'Ivoire,2005,1560.056025,0
Cote d'Ivoire,2006,1586.486779,0
Cote d'Ivoire,2007,1631.713901,0
Cote d'Ivoire,2008,1665.520179,0
Cote d'Ivoire,2009,1701.226313,0
Cote d'Ivoire,2010,NA,NA
Central African Republic,2000,670.7546257,5
Central African Republic,2001,674.4604059,5
Central African Republic,2002,669.0946686,5
Central African Republic,2003,620.5905057,-1
Central African Republic,2004,633.3825517,-1
Central African Republic,2005,658.305785,-1
Central African Republic,2006,692.6375057,-1
Central African Republic,2007,729.0097829,-1
Central African Republic,2008,746.9731205,-1
Central African Republic,2009,757.3938915,-1
Central African Republic,2010,NA,NA
Chad,2000,650.9843522,-2
Chad,2001,717.1987701,-2
Chad,2002,762.3533295,-2
Chad,2003,861.6109486,-2
Chad,2004,1143.5312,-2
Chad,2005,1342.031647,-2
Chad,2006,1347.091078,-2
Chad,2007,1357.044888,-2
Chad,2008,1344.369897,-2
Chad,2009,1300.130047,-2
Chad,2010,NA,NA
Chile,2000,9257.24477,9
Chile,2001,9667.33144,9
Chile,2002,9920.77553,9
Chile,2003,10452.52299,9
Chile,2004,11276.50249,9
Chile,2005,12171.53678,9
Chile,2006,13008.75198,10
Chile,2007,13865.19449,10
Chile,2008,14542.62853,10
Chile,2009,14311.28527,10
Chile,2010,NA,NA
China,2000,2364.385715,-7
China,2001,2599.730099,-7
China,2002,2863.135819,-7
China,2003,3197.354636,-7
China,2004,3598.635366,-7
China,2005,4114.573523,-7
China,2006,4761.288038,-7
China,2007,5594.418806,-7
China,2008,6233.503312,-7
China,2009,6827.950004,-7
China,2010,NA,NA
Colombia,2000,5865.527797,7
Colombia,2001,5999.80512,7
Colombia,2002,6150.175997,7
Colombia,2003,6426.656603,7
Colombia,2004,6853.948393,7
Colombia,2005,7305.009429,7
Colombia,2006,7925.047747,7
Colombia,2007,8633.28066,7
Colombia,2008,8931.505957,7
Colombia,2009,8959.237574,7
Colombia,2010,NA,NA
Comoros,2000,968.3753609,-1
Comoros,2001,1001.920463,0
Comoros,2002,1038.291004,4
Comoros,2003,1064.208995,4
Comoros,2004,1068.93941,6
Comoros,2005,1127.253692,6
Comoros,2006,1153.18662,9
Comoros,2007,1170.323133,9
Comoros,2008,1179.119235,9
Comoros,2009,1182.918402,9
Comoros,2010,NA,NA
"Congo, Rep.",2000,2856.758335,-6
"Congo, Rep.",2001,2966.283307,-5
"Congo, Rep.",2002,3077.429112,-4
"Congo, Rep.",2003,3090.085272,-4
"Congo, Rep.",2004,3209.864841,-4
"Congo, Rep.",2005,3496.501786,-4
"Congo, Rep.",2006,3755.498836,-4
"Congo, Rep.",2007,3752.428629,-4
"Congo, Rep.",2008,3976.324761,-4
"Congo, Rep.",2009,4237.953912,-4
"Congo, Rep.",2010,NA,NA
Costa Rica,2000,7191.199789,10
Costa Rica,2001,7274.083525,10
Costa Rica,2002,7452.203642,10
Costa Rica,2003,7945.392956,10
Costa Rica,2004,8366.304941,10
Costa Rica,2005,9001.954587,10
Costa Rica,2006,9955.855403,10
Costa Rica,2007,10942.72761,10
Costa Rica,2008,11320.45062,10
Costa Rica,2009,11105.74497,10
Costa Rica,2010,NA,NA
Croatia,2000,10919.15377,8
Croatia,2001,11661.25801,8
Croatia,2002,12571.49866,8
Croatia,2003,13414.04894,8
Croatia,2004,14444.65755,8
Croatia,2005,15328.7603,9
Croatia,2006,16807.2904,9
Croatia,2007,18717.38769,9
Croatia,2008,20332.16238,9
Croatia,2009,19986.24056,9
Croatia,2010,NA,NA
Cuba,2000,NA,-7
Cuba,2001,NA,-7
Cuba,2002,NA,-7
Cuba,2003,NA,-7
Cuba,2004,NA,-7
Cuba,2005,NA,-7
Cuba,2006,NA,-7
Cuba,2007,NA,-7
Cuba,2008,NA,-7
Cuba,2009,NA,-7
Cuba,2010,NA,NA
Cyprus,2000,19434.58572,10
Cyprus,2001,20926.40485,10
Cyprus,2002,21373.58732,10
Cyprus,2003,21792.1929,10
Cyprus,2004,23214.44448,10
Cyprus,2005,24403.11858,10
Cyprus,2006,26308.84973,10
Cyprus,2007,28532.09458,10
Cyprus,2008,31353.01828,10
Cyprus,2009,30848.20113,10
Cyprus,2010,NA,NA
Czech Republic,2000,14991.19513,10
Czech Republic,2001,16173.94246,10
Czech Republic,2002,16865.57055,10
Czech Republic,2003,17981.86674,10
Czech Republic,2004,19286.73891,10
Czech Republic,2005,20362.30307,10
Czech Republic,2006,22344.2885,8
Czech Republic,2007,24551.43261,8
Czech Republic,2008,25858.28335,8
Czech Republic,2009,25580.52254,8
Czech Republic,2010,NA,NA
Djibouti,2000,1561.244782,2
Djibouti,2001,1590.765967,2
Djibouti,2002,1624.956571,2
Djibouti,2003,1681.809875,2
Djibouti,2004,1764.387706,2
Djibouti,2005,1848.072918,2
Djibouti,2006,1964.239984,2
Djibouti,2007,2097.30726,2
Djibouti,2008,2227.532596,2
Djibouti,2009,2319.464721,2
Djibouti,2010,NA,NA
Dominica,2000,6215.448313,8
Dominica,2001,6139.217705,8
Dominica,2002,5988.719947,8
Dominica,2003,6239.716311,8
Dominica,2004,6794.939952,8
Dominica,2005,7205.148306,8
Dominica,2006,7861.336483,8
Dominica,2007,8479.018765,8
Dominica,2008,8922.652235,8
Dominica,2009,8882.886951,8
Dominica,2010,NA,NA
Dominican Republic,2000,4989.624418,NA
Dominican Republic,2001,5113.67076,NA
Dominican Republic,2002,5412.610791,NA
Dominican Republic,2003,5431.273347,NA
Dominican Republic,2004,5573.658629,NA
Dominican Republic,2005,6200.220514,NA
Dominican Republic,2006,6982.274574,NA
Dominican Republic,2007,7721.836819,NA
Dominican Republic,2008,8189.336808,NA
Dominican Republic,2009,8433.322424,NA
Dominican Republic,2010,NA,NA
"Congo, Dem. Rep.",2000,225.1943665,0
"Congo, Dem. Rep.",2001,219.1904293,0
"Congo, Dem. Rep.",2002,223.6306809,0
"Congo, Dem. Rep.",2003,234.2648061,1
"Congo, Dem. Rep.",2004,249.0763148,3
"Congo, Dem. Rep.",2005,265.9482078,4
"Congo, Dem. Rep.",2006,280.3817392,5
"Congo, Dem. Rep.",2007,299.6416254,5
"Congo, Dem. Rep.",2008,316.3938938,5
"Congo, Dem. Rep.",2009,319.1395657,5
"Congo, Dem. Rep.",2010,NA,NA
Vietnam,2000,1415.648763,-7
Vietnam,2001,1526.905027,-7
Vietnam,2002,1639.866906,-7
Vietnam,2003,1772.076039,-7
Vietnam,2004,1937.216051,-7
Vietnam,2005,2142.735242,-7
Vietnam,2006,2365.158688,-7
Vietnam,2007,2621.345116,-7
Vietnam,2008,2812.814845,-7
Vietnam,2009,2953.06913,-7
Vietnam,2010,NA,NA
Ecuador,2000,4865.628009,6
Ecuador,2001,5174.436781,6
Ecuador,2002,5414.858862,6
Ecuador,2003,5662.292201,6
Ecuador,2004,6217.657766,6
Ecuador,2005,6736.060206,6
Ecuador,2006,7148.486926,7
Ecuador,2007,7607.076888,5
Ecuador,2008,8250.16308,5
Ecuador,2009,8267.730235,5
Ecuador,2010,NA,NA
"Egypt, Arab Rep.",2000,3538.677794,-6
"Egypt, Arab Rep.",2001,3676.40013,-6
"Egypt, Arab Rep.",2002,3752.509767,-6
"Egypt, Arab Rep.",2003,3881.146599,-6
"Egypt, Arab Rep.",2004,4076.457611,-6
"Egypt, Arab Rep.",2005,4318.851195,-3
"Egypt, Arab Rep.",2006,4676.760474,-3
"Egypt, Arab Rep.",2007,5085.496719,-3
"Egypt, Arab Rep.",2008,5468.385108,-3
"Egypt, Arab Rep.",2009,5672.551616,-3
"Egypt, Arab Rep.",2010,NA,NA
Equatorial Guinea,2000,7571.500652,-5
Equatorial Guinea,2001,12174.27318,-5
Equatorial Guinea,2002,14363.11169,-5
Equatorial Guinea,2003,16257.86483,-5
Equatorial Guinea,2004,22443.70535,-5
Equatorial Guinea,2005,24769.87762,-5
Equatorial Guinea,2006,25210.84067,-5
Equatorial Guinea,2007,30836.65097,-5
Equatorial Guinea,2008,34165.96374,-5
Equatorial Guinea,2009,31779.13353,-5
Equatorial Guinea,2010,NA,NA
Eritrea,2000,608.4356829,-6
Eritrea,2001,651.7036385,-7
Eritrea,2002,654.4355855,-7
Eritrea,2003,623.8406076,-7
Eritrea,2004,624.8188787,-7
Eritrea,2005,637.6124543,-7
Eritrea,2006,629.7499939,-7
Eritrea,2007,639.2257667,-7
Eritrea,2008,571.7617765,-7
Eritrea,2009,580.5191831,-7
Eritrea,2010,NA,NA
Estonia,2000,9880.434334,9
Estonia,2001,10715.78756,9
Estonia,2002,11989.21473,9
Estonia,2003,13394.62332,9
Estonia,2004,14781.40892,9
Estonia,2005,16547.92372,9
Estonia,2006,18920.11957,9
Estonia,2007,21003.71789,9
Estonia,2008,21760.68694,9
Estonia,2009,19693.47236,9
Estonia,2010,NA,NA
Ethiopia,2000,467.8424196,1
Ethiopia,2001,504.6284094,1
Ethiopia,2002,507.1284988,1
Ethiopia,2003,493.834026,1
Ethiopia,2004,561.9660481,1
Ethiopia,2005,632.6861478,1
Ethiopia,2006,705.4592851,1
Ethiopia,2007,792.3489887,1
Ethiopia,2008,873.9654434,1
Ethiopia,2009,934.4031927,1
Ethiopia,2010,NA,NA
Timor-Leste,2000,774.304165,NA
Timor-Leste,2001,677.476593,NA
Timor-Leste,2002,678.9961265,6
Timor-Leste,2003,663.0841345,6
Timor-Leste,2004,677.942195,6
Timor-Leste,2005,713.4847066,6
Timor-Leste,2006,669.065617,7
Timor-Leste,2007,721.0717977,7
Timor-Leste,2008,807.8507822,7
Timor-Leste,2009,804.9362979,7
Timor-Leste,2010,NA,NA
Fiji,2000,3487.686803,5
Fiji,2001,3612.640927,5
Fiji,2002,3763.968162,5
Fiji,2003,3859.171044,5
Fiji,2004,4153.026602,6
Fiji,2005,4294.621354,6
Fiji,2006,4489.905611,-3
Fiji,2007,4572.506917,-4
Fiji,2008,4652.153491,-4
Fiji,2009,4526.175846,-4
Fiji,2010,NA,NA
"Micronesia, Fed. Sts.",2000,2622.372086,NA
"Micronesia, Fed. Sts.",2001,2705.068814,NA
"Micronesia, Fed. Sts.",2002,2779.770109,NA
"Micronesia, Fed. Sts.",2003,2842.626408,NA
"Micronesia, Fed. Sts.",2004,2799.433898,NA
"Micronesia, Fed. Sts.",2005,2971.878073,NA
"Micronesia, Fed. Sts.",2006,3051.925044,NA
"Micronesia, Fed. Sts.",2007,3147.519998,NA
"Micronesia, Fed. Sts.",2008,3115.362096,NA
"Micronesia, Fed. Sts.",2009,3087.949419,NA
"Micronesia, Fed. Sts.",2010,NA,NA
Gabon,2000,11763.32736,-4
Gabon,2001,12013.03746,-4
Gabon,2002,11915.9225,-4
Gabon,2003,12217.91811,-4
Gabon,2004,12480.08718,-4
Gabon,2005,13028.52135,-4
Gabon,2006,13353.85591,-4
Gabon,2007,14309.11542,-4
Gabon,2008,14689.4779,-4
Gabon,2009,14419.22504,3
Gabon,2010,NA,NA
